Benchmark,JAX PSO,Pure PSO,Vectorized PSO
Ackley,0.213644728064537,39.41511917114258,1.5813093185424805
Alpine,0.2103003710508346,40.01679611206055,1.418067216873169
Griewank,0.2078052312135696,44.54743576049805,1.6623104810714722
Rastrigin,0.2030155658721923,42.7502555847168,1.366258144378662
Rosenbrock,0.1574076265096664,43.57155227661133,0.785829484462738
Salomon,0.2067441493272781,38.32912826538086,0.5461792349815369
Schwefel,0.2024285793304443,40.701961517333984,1.1431198120117188
Sphere,0.2187327444553375,44.89646530151367,0.5229427218437195
Styblinski-Tang,0.2180661261081695,49.23657989501953,1.4255869388580322
