Benchmark,JAX PSO,Pure PSO,Vectorized PSO
Ackley,0.2049113810062408,28.468002319335938,1.311169981956482
Alpine,0.2022397965192794,27.16839599609375,1.1447362899780271
Griewank,0.2065442055463791,30.73688125610352,1.3084237575531006
Rastrigin,0.1978311389684677,29.61050796508789,1.0991517305374146
Rosenbrock,0.1427398324012756,31.869260787963867,0.66229647397995
Salomon,0.1926419585943222,28.4517822265625,0.4598021507263183
Schwefel,0.1978016346693039,26.47846794128418,0.9094694256782532
Sphere,0.1891606897115707,25.95234680175781,0.417201280593872
Styblinski-Tang,0.1940690726041793,30.365249633789062,1.1041325330734253
