Benchmark,JAX PSO,Pure PSO,Vectorized PSO
Ackley,0.1482097506523132,9.41003131866455,0.6219574213027954
Alpine,0.2049698680639267,9.88467788696289,0.5296844840049744
Griewank,0.1572243869304657,13.343436241149902,0.7209362983703613
Rastrigin,0.211924597620964,12.790166854858398,0.5536534190177917
Rosenbrock,0.1143798977136612,12.77600383758545,0.4728599190711975
Salomon,0.190056100487709,11.524320602416992,0.286699116230011
Schwefel,0.1979017704725265,10.67138957977295,0.4649645984172821
Sphere,0.19771309196949,9.161845207214355,0.2597802579402923
Styblinski-Tang,0.1767820566892624,10.091418266296388,0.5890799164772034
