Benchmark,JAX PSO,Pure PSO,Vectorized PSO
Ackley,0.1853517740964889,0.1609462052583694,0.1448495239019394
Alpine,0.1862202733755111,0.1443063020706176,0.0892449393868446
Griewank,0.196052998304367,0.1500921547412872,0.1972058713436126
Rastrigin,0.1923885494470596,0.1809559911489486,0.1104501858353614
