Benchmark,JAX PSO,Pure PSO,Vectorized PSO
Ackley,0.0386465154588222,0.0643703341484069,0.1358634084463119
Alpine,0.0357776395976543,0.0520504191517829,0.1083230525255203
Griewank,0.0387768857181072,0.0650843158364296,0.1322402358055114
Rastrigin,0.0368798561394214,0.0556800365447998,0.119510069489479
