Benchmark,JAX PSO,NumPy PSO
Ackley,1.5311470031738281,1.1159833669662476
Rastrigin,1.3119640350341797,0.8860710263252258
Rosenbrock,0.9413481950759888,0.5707973837852478
Sphere,1.0780199766159058,0.46716633439064026
