Benchmark,JAX PSO,NumPy PSO
Ackley,0.9531093239784241,0.3832763433456421
Rastrigin,0.6450284719467163,0.25164714455604553
Rosenbrock,0.6397382020950317,0.30423593521118164
Sphere,0.5962058901786804,0.13184227049350739
