Benchmark,JAX PSO,NumPy PSO
Ackley,0.7481922507286072,0.4163287878036499
Rastrigin,0.713703453540802,0.2879539132118225
Rosenbrock,0.6631783843040466,0.3229571282863617
Sphere,0.6837142705917358,0.13344642519950867
