Benchmark,JAX PSO,NumPy PSO
Ackley,0.506043016910553,0.5692059397697449
Rastrigin,0.46222034096717834,0.5064987540245056
Rosenbrock,0.45115217566490173,0.505282998085022
Sphere,0.3752647340297699,0.21904945373535156
