Benchmark,JAX PSO,NumPy PSO
Ackley,0.7123035192489624,0.45559239387512207
Rastrigin,0.7232088446617126,0.3063598871231079
Rosenbrock,0.664484441280365,0.3251018524169922
Sphere,0.6478136777877808,0.15124818682670593
