Benchmark,JAX PSO,NumPy PSO,Python PSO
Ackley,0.0122651066631078,0.4402682185173034,0.9707745909690856
Rastrigin,0.010434509254992,0.2887631356716156,0.9467273950576782
Rosenbrock,0.0116563849151134,0.3327237665653229,1.0146021842956543
Sphere,0.0104164611548185,0.1473993360996246,0.8327980041503906
