Benchmark,JAX PSO,NumPy PSO
Ackley,0.8461291193962097,0.7267794013023376
Rastrigin,0.6957708597183228,0.5369631052017212
Rosenbrock,0.6701256036758423,0.4448404312133789
Sphere,0.6711354851722717,0.23250359296798706
