Benchmark,JAX PSO,NumPy PSO
Ackley,0.9336329102516174,1.0029211044311523
Rastrigin,0.8772780299186707,0.7759239673614502
Rosenbrock,0.7818488478660583,0.549673855304718
Sphere,0.7585257291793823,0.32783201336860657
