Benchmark,JAX PSO,NumPy PSO
Ackley,0.6954003572463989,0.39474251866340637
Rastrigin,0.6384080648422241,0.2528795301914215
Rosenbrock,0.6381871104240417,0.30117473006248474
Sphere,0.6330536603927612,0.13094455003738403
