Benchmark,JAX PSO,NumPy PSO
Ackley,0.6778268218040466,0.42043614387512207
Rastrigin,0.6495184302330017,0.27605533599853516
Rosenbrock,0.6950848698616028,0.31582146883010864
Sphere,0.6299912333488464,0.13527356088161469
